periodicity,periodicity_label.value,seasonadj,seasonadj_label.value,geo_level,geo_level_label.value,geography,geography_label.value,ind_level,industry,industry_label.value,ownercode,ownercode_label.value,sex,sex_label.value,agegrp,agegrp_label.value,race,race_label.value,ethnicity,ethnicity_label.value,education,education_label.value,firmage,firmage_label.value,firmsize,firmsize_label.value,year,quarter,EmpTotal,Payroll,sEmpTotal,sPayroll
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,814,Private Households,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,2,2089,9963145.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,921,"Executive, Legislative, and Other General Government Support",A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,2,29172,318494759.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,922,"Justice, Public Order, and Safety Activities",A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,2,23812,310376019.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,923,Administration of Human Resource Programs,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,2,14472,161353460.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,924,Administration of Environmental Quality Programs,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,2,5501,42348105.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,925,"Administration of Housing Programs, Urban Planning, and Community Development",A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,2,2486,23713509.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,926,Administration of Economic Programs,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,2,10925,125714761.0,9,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,928,National Security and International Affairs,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,2,,3406001.0,5,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,111,Crop Production,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,970,5359703.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,112,Animal Production and Aquaculture,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,249,1416447.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,113,Forestry and Logging,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,63,525324.0,9,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,114,"Fishing, Hunting and Trapping",A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,74,357100.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,115,Support Activities for Agriculture and Forestry,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,498,2968351.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,211,Oil and Gas Extraction,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,,29796.0,5,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,212,Mining (except Oil and Gas),A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,233,3335385.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,213,Support Activities for Mining,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,57,433593.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,221,Utilities,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,5576,100388267.0,9,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,236,Construction of Buildings,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,22162,239234893.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,237,Heavy and Civil Engineering Construction,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,10666,116048746.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,238,Specialty Trade Contractors,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,73186,727396229.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,311,Food Manufacturing,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,9722,97406037.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,312,Beverage and Tobacco Product Manufacturing,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,2322,26556911.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,313,Textile Mills,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,603,3934375.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,314,Textile Product Mills,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,611,4777549.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,315,Apparel Manufacturing,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,1234,8830538.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,316,Leather and Allied Product Manufacturing,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,153,952247.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,321,Wood Product Manufacturing,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,1871,15668956.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,322,Paper Manufacturing,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,2711,25988231.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,323,Printing and Related Support Activities,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,6152,61880263.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,324,Petroleum and Coal Products Manufacturing,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,430,6134418.0,9,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,325,Chemical Manufacturing,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,8262,129454127.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,326,Plastics and Rubber Products Manufacturing,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,3244,28680962.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,327,Nonmetallic Mineral Product Manufacturing,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,2593,28942466.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,331,Primary Metal Manufacturing,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,3232,48188258.0,9,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,332,Fabricated Metal Product Manufacturing,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,5918,67259702.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,333,Machinery Manufacturing,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,4551,58031991.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,334,Computer and Electronic Product Manufacturing,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,13885,290229698.0,9,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,335,"Electrical Equipment, Appliance, and Component Manufacturing",A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,1229,16336918.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,336,Transportation Equipment Manufacturing,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,4968,67704681.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,337,Furniture and Related Product Manufacturing,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,1744,15442304.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,339,Miscellaneous Manufacturing,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,3090,32958335.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,423,"Merchant Wholesalers, Durable Goods",A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,32801,475997092.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,424,"Merchant Wholesalers, Nondurable Goods",A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,21754,249345942.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,425,Wholesale Electronic Markets and Agents and Brokers,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,9119,153764492.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,441,Motor Vehicle and Parts Dealers,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,22298,211441218.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,442,Furniture and Home Furnishings Stores,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,6921,48866093.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,443,Electronics and Appliance Stores,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,6998,56275778.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,444,Building Material and Garden Equipment and Supplies Dealers,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,12546,87444119.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,445,Food and Beverage Stores,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,40881,201265084.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,446,Health and Personal Care Stores,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,12293,83796140.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,447,Gasoline Stations,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,4419,18927368.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,448,Clothing and Clothing Accessories Stores,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,22777,74788491.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,7646,31259956.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,452,General Merchandise Stores,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,34217,128538345.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,453,Miscellaneous Store Retailers,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,12461,58273962.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,454,Nonstore Retailers,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,3615,26643478.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,481,Air Transportation,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,4293,64644463.0,1,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,482,Rail Transportation,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,,342834.0,5,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,483,Water Transportation,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,519,7654936.0,1,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,484,Truck Transportation,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,11380,105264545.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,485,Transit and Ground Passenger Transportation,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,10013,65930147.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,486,Pipeline Transportation,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,,629890.0,5,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,487,Scenic and Sightseeing Transportation,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,517,2004098.0,9,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,488,Support Activities for Transportation,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,8599,70212124.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,491,Postal Service,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,156,921812.0,1,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,492,Couriers and Messengers,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,6142,52854607.0,9,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,493,Warehousing and Storage,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,6726,58907467.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,511,Publishing Industries (except Internet),A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,6600,81218735.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,512,Motion Picture and Sound Recording Industries,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,3532,13575054.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,515,Broadcasting (except Internet),A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,2061,32367158.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,517,Telecommunications,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,12499,171746549.0,9,9
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,518,"Data Processing, Hosting, and Related Services",A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,2430,28985752.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,519,Other Information Services,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,4214,33302932.0,1,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,521,Monetary Authorities-Central Bank,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,345,4720124.0,9,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2412580,"Baltimore-Columbia-Towson, MD",3,522,Credit Intermediation and Related Activities,A00,State and local government plus private ownership,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,30922,357959214.0,1,1
